Price,Close,High,Low,Open,Volume
2024-07-03,1139.0,1157.4000244140625,1128.800048828125,1137.4000244140625,69545
2024-07-04,1134.0,1149.0,1134.0,1140.4000244140625,35887
2024-07-05,1138.199951171875,1165.800048828125,1137.199951171875,1140.0,54000
2024-07-08,1104.199951171875,1144.5999755859375,1103.800048828125,1130.800048828125,64370
2024-07-09,1104.800048828125,1118.4000244140625,1100.800048828125,1103.0,44870
2024-07-10,1132.5999755859375,1135.800048828125,1101.5999755859375,1108.5999755859375,63071
2024-07-11,1128.199951171875,1146.5999755859375,1119.800048828125,1135.0,56097
2024-07-12,1158.0,1160.800048828125,1120.0,1123.800048828125,61580
2024-07-15,1139.4000244140625,1164.800048828125,1138.5999755859375,1152.4000244140625,39083
2024-07-16,1128.4000244140625,1136.4000244140625,1115.4000244140625,1130.0,53536
2024-07-17,1132.199951171875,1143.0,1119.0,1122.800048828125,79889
2024-07-18,1144.199951171875,1172.0,1138.4000244140625,1141.0,55640
2024-07-19,1116.199951171875,1146.800048828125,1105.4000244140625,1143.5999755859375,82626
2024-07-22,1134.800048828125,1150.5999755859375,1112.800048828125,1119.0,60274
2024-07-23,1108.800048828125,1134.4000244140625,1106.199951171875,1133.5999755859375,55532
2024-07-24,1082.800048828125,1102.800048828125,1073.4000244140625,1092.0,55172
2024-07-25,1051.199951171875,1062.4000244140625,1042.199951171875,1051.4000244140625,73986
2024-07-26,1083.5999755859375,1089.199951171875,1048.4000244140625,1051.199951171875,63583
2024-07-29,1066.199951171875,1097.800048828125,1064.0,1096.199951171875,37764
2024-07-30,1124.4000244140625,1128.199951171875,1066.199951171875,1070.0,80097
2024-07-31,1130.5999755859375,1150.199951171875,1122.4000244140625,1124.0,63728
2024-08-01,1101.5999755859375,1126.199951171875,1092.4000244140625,1125.4000244140625,51925
2024-08-02,1043.800048828125,1085.5999755859375,1031.5999755859375,1075.800048828125,97223
2024-08-05,1029.0,1029.0,957.4000244140625,994.0,143464
2024-08-06,1027.0,1046.0,1020.2000122070312,1034.5999755859375,98506
2024-08-07,1054.4000244140625,1066.800048828125,1028.0,1035.199951171875,85201
2024-08-08,1067.5999755859375,1071.800048828125,1029.199951171875,1048.0,51093
2024-08-09,1085.5999755859375,1086.800048828125,1062.199951171875,1070.800048828125,50229
2024-08-12,1098.0,1103.0,1089.800048828125,1090.0,45830
2024-08-13,1134.4000244140625,1144.5999755859375,1098.199951171875,1100.4000244140625,75010
2024-08-14,1138.199951171875,1153.4000244140625,1132.800048828125,1140.800048828125,64791
2024-08-15,1275.0,1290.5999755859375,1189.199951171875,1190.0,157141
2024-08-16,1298.4000244140625,1309.800048828125,1275.4000244140625,1279.800048828125,81962
2024-08-19,1313.5999755859375,1318.5999755859375,1297.800048828125,1302.0,57893
2024-08-20,1299.4000244140625,1338.0,1289.4000244140625,1319.5999755859375,51157
2024-08-21,1312.0,1315.5999755859375,1297.0,1300.0,44784
2024-08-22,1329.0,1336.800048828125,1304.4000244140625,1311.0,56792
2024-08-23,1326.0,1339.4000244140625,1325.4000244140625,1327.5999755859375,51070
2024-08-26,1315.199951171875,1331.800048828125,1311.199951171875,1325.5999755859375,28121
2024-08-27,1310.5999755859375,1320.0,1298.199951171875,1316.0,38377
2024-08-28,1321.0,1340.4000244140625,1304.4000244140625,1314.5999755859375,39279
2024-08-29,1339.4000244140625,1339.4000244140625,1319.0,1320.0,39665
2024-08-30,1329.0,1342.5999755859375,1324.0,1329.800048828125,41636
2024-09-02,1317.800048828125,1334.5999755859375,1300.199951171875,1334.5999755859375,23712
2024-09-03,1297.800048828125,1318.5999755859375,1291.0,1317.5999755859375,34162
2024-09-04,1291.199951171875,1295.800048828125,1252.5999755859375,1269.4000244140625,55556
2024-09-05,1268.4000244140625,1291.4000244140625,1258.800048828125,1280.5999755859375,38381
2024-09-06,1258.199951171875,1305.4000244140625,1250.800048828125,1271.0,51752
2024-09-09,1302.4000244140625,1308.4000244140625,1257.4000244140625,1263.199951171875,49773
2024-09-10,1297.800048828125,1323.199951171875,1287.4000244140625,1298.800048828125,51382
2024-09-11,1298.800048828125,1303.0,1277.4000244140625,1293.800048828125,46142
2024-09-12,1303.800048828125,1344.800048828125,1295.4000244140625,1330.0,65828
2024-09-13,1312.0,1314.0,1286.5999755859375,1299.0,38955
2024-09-16,1284.5999755859375,1310.5999755859375,1276.199951171875,1309.5999755859375,48509
2024-09-17,1334.4000244140625,1334.5999755859375,1287.4000244140625,1295.0,60231
2024-09-18,1322.0,1340.800048828125,1312.199951171875,1328.4000244140625,42483
2024-09-19,1396.199951171875,1396.199951171875,1344.199951171875,1348.5999755859375,99024
2024-09-20,1383.800048828125,1405.0,1380.800048828125,1392.5999755859375,127385
2024-09-23,1385.800048828125,1392.0,1362.4000244140625,1377.0,55689
2024-09-24,1375.199951171875,1406.0,1354.199951171875,1402.0,55640
2024-09-25,1347.800048828125,1369.4000244140625,1347.800048828125,1355.0,48359
2024-09-26,1391.0,1411.0,1367.800048828125,1372.5999755859375,77640
2024-09-27,1408.5999755859375,1412.5999755859375,1376.0,1380.4000244140625,68936
2024-09-30,1402.5999755859375,1415.800048828125,1398.199951171875,1402.4000244140625,51600
2024-10-01,1362.0,1415.0,1348.4000244140625,1415.0,64799
2024-10-02,1365.199951171875,1371.800048828125,1345.0,1366.0,42111
2024-10-03,1353.0,1357.800048828125,1337.5999755859375,1351.199951171875,53961
2024-10-04,1349.199951171875,1364.0,1337.199951171875,1351.800048828125,57763
2024-10-07,1355.0,1360.800048828125,1334.199951171875,1351.4000244140625,41259
2024-10-08,1379.199951171875,1384.800048828125,1340.0,1340.4000244140625,52241
2024-10-09,1397.199951171875,1398.199951171875,1367.4000244140625,1380.199951171875,37951
2024-10-10,1366.199951171875,1390.199951171875,1348.800048828125,1385.0,48383
2024-10-11,1361.5999755859375,1372.199951171875,1349.5999755859375,1372.0,53335
2024-10-14,1387.0,1390.199951171875,1358.4000244140625,1362.0,37793
2024-10-15,1369.5999755859375,1400.199951171875,1360.5999755859375,1393.800048828125,67035
2024-10-16,1366.5999755859375,1391.4000244140625,1352.199951171875,1359.5999755859375,51320
2024-10-17,1392.0,1404.0,1360.800048828125,1372.5999755859375,72722
2024-10-18,1420.5999755859375,1420.5999755859375,1388.5999755859375,1393.0,93283
2024-10-21,1418.0,1432.4000244140625,1410.4000244140625,1413.199951171875,45873
2024-10-22,1424.4000244140625,1428.800048828125,1409.0,1417.800048828125,63635
2024-10-23,1419.5999755859375,1435.4000244140625,1415.5999755859375,1419.5999755859375,32868
2024-10-24,1424.0,1436.0,1416.5999755859375,1420.0,34694
2024-10-25,1417.5999755859375,1429.4000244140625,1410.4000244140625,1422.0,48298
2024-10-28,1450.0,1455.5999755859375,1427.199951171875,1430.0,56412
2024-10-29,1458.0,1465.800048828125,1438.0,1460.0,59686
2024-10-30,1436.0,1452.0,1420.800048828125,1451.0,61163
2024-10-31,1406.4000244140625,1427.5999755859375,1397.5999755859375,1420.5999755859375,81172
2024-11-01,1406.4000244140625,1414.4000244140625,1362.0,1400.4000244140625,65975
2024-11-04,1395.800048828125,1413.800048828125,1395.800048828125,1401.0,37704
2024-11-05,1399.800048828125,1408.199951171875,1388.0,1407.0,48975
2024-11-06,1376.4000244140625,1433.4000244140625,1363.4000244140625,1405.0,90518
2024-11-07,1335.800048828125,1344.4000244140625,1201.199951171875,1222.0,233998
2024-11-08,1272.5999755859375,1356.800048828125,1257.800048828125,1338.4000244140625,116929
2024-11-11,1303.199951171875,1307.0,1275.0,1282.0,87583
2024-11-12,1268.800048828125,1307.4000244140625,1268.800048828125,1293.0,92306
2024-11-13,1275.800048828125,1275.800048828125,1243.0,1263.199951171875,79432
2024-11-14,1276.800048828125,1284.0,1260.4000244140625,1280.199951171875,64536
2024-11-15,1237.0,1271.4000244140625,1235.199951171875,1261.5999755859375,100271
2024-11-18,1238.4000244140625,1255.0,1217.5999755859375,1240.4000244140625,53572
2024-11-19,1230.5999755859375,1250.0,1205.5999755859375,1246.800048828125,53152
2024-11-20,1214.0,1250.199951171875,1206.800048828125,1243.4000244140625,64323
2024-11-21,1267.0,1267.0,1204.199951171875,1214.5999755859375,106142
2024-11-22,1290.4000244140625,1311.0,1270.0,1284.0,98913
2024-11-25,1326.4000244140625,1334.0,1300.199951171875,1304.4000244140625,116672
2024-11-26,1385.199951171875,1385.199951171875,1314.0,1315.4000244140625,109750
2024-11-27,1385.4000244140625,1402.4000244140625,1376.4000244140625,1386.800048828125,60694
2024-11-28,1372.4000244140625,1401.4000244140625,1356.199951171875,1400.0,45151
2024-11-29,1378.4000244140625,1381.199951171875,1364.5999755859375,1370.199951171875,48963
2024-12-02,1413.4000244140625,1417.5999755859375,1362.199951171875,1366.4000244140625,76155
2024-12-03,1401.800048828125,1417.0,1385.0,1410.199951171875,60749
2024-12-04,1440.800048828125,1448.4000244140625,1402.5999755859375,1402.5999755859375,83908
2024-12-05,1477.5999755859375,1485.0,1438.0,1443.0,91490
2024-12-06,1493.199951171875,1497.0,1464.0,1464.199951171875,72007
2024-12-09,1504.800048828125,1528.800048828125,1491.4000244140625,1516.0,94302
2024-12-10,1495.0,1510.0,1495.0,1500.199951171875,59166
2024-12-11,1503.199951171875,1521.199951171875,1493.0,1496.0,54433
2024-12-12,1503.4000244140625,1521.800048828125,1496.800048828125,1515.0,52706
2024-12-13,1490.199951171875,1511.800048828125,1486.199951171875,1500.0,45399
2024-12-16,1495.199951171875,1510.199951171875,1472.199951171875,1484.0,61158
2024-12-17,1503.0,1512.0,1485.199951171875,1490.0,67704
2024-12-18,1503.4000244140625,1517.800048828125,1499.4000244140625,1505.4000244140625,70948
2024-12-19,1447.0,1474.5999755859375,1443.0,1458.0,74528
2024-12-20,1441.0,1444.800048828125,1417.199951171875,1435.4000244140625,138842
2024-12-23,1420.0,1440.0,1408.5999755859375,1436.800048828125,48170
2024-12-24,1435.5999755859375,1435.5999755859375,1418.4000244140625,1425.199951171875,13029
2024-12-27,1436.5999755859375,1460.5999755859375,1423.4000244140625,1428.4000244140625,41667
2024-12-30,1417.4000244140625,1436.199951171875,1410.0,1428.0,33810
